"MajorCommandID","TotalCount","pFixedPrice","pTerminated","pChanged","avNumberOfChangeOrders","avChangeOrderGrowth","pSomeCompetition","avOffers","pSingleOffer"
"ORG-2877",2510,0.656573705179283,0.0270916334661355,0.418725099601594,6.35775451950523,0.836149318974314,0.561576354679803,8.68212197159566,0.572263993316625
"ORG-2943",289,0.788927335640138,0.0103806228373702,0.342560553633218,6.64646464646465,1.12894896125196,0.695501730103806,3.95289855072464,0.431159420289855
"ORG-2785",255,1,0,0,NA,NA,0.988235294117647,4.59607843137255,0.0392156862745098
"ORG-2937",637,0.781789638932496,0.0172684458398744,0.106750392464678,2.67647058823529,0.311766148142536,0.464566929133858,2.34102141680395,0.662273476112026
"ORG-2825",1867,0.441349758971612,0.0369576861274772,0.1794322442421,5.31641791044776,0.737025848691764,0.503863134657837,5.43700787401575,0.615298087739033
"ORG-2874",189,0.984126984126984,0,0.0105820105820106,3,-0.000424003296038418,0.989417989417989,1.3968253968254,0.656084656084656
"ORG-2872",1291,0.920216886134779,0.0139426800929512,0.679318357862122,13.0125427594071,0.155300521214587,0.843167701863354,6.26650943396226,0.209119496855346
"ORG-2834",166,0.325301204819277,0.0180722891566265,0.349397590361446,6.39655172413793,0.347523524638604,0.782894736842105,2.92857142857143,0.335714285714286
"ORG-2941",670,0.319402985074627,0.0164179104477612,0.191044776119403,99.4140625,0.408636825165562,0.574923547400612,2.38294573643411,0.64031007751938
"ORG-2936",508,0.399606299212598,0.0196850393700787,0.360236220472441,6.68306010928962,0.412322008212085,0.491017964071856,2.06072874493927,0.698380566801619
"ORG-2876",279,0.802867383512545,0.014336917562724,0.272401433691756,2.90789473684211,0.0642952067661468,0.751798561151079,3.80544747081712,0.431906614785992
"ORG-2843",115,0.71304347826087,0.0347826086956522,0.182608695652174,2.19047619047619,1.62606576406067,0.817391304347826,4.19811320754717,0.358490566037736
"ORG-2939",89,0.943820224719101,0.0224719101123595,0.606741573033708,8.81481481481481,1.12269248063114,0.932584269662921,4.42696629213483,0.134831460674157
"ORG-2940",599,0.931552587646077,0.00333889816360601,0.49415692821369,9.24324324324324,0.278052062960725,0.807692307692308,5.62605752961083,0.240270727580372
"ORG-2944",372,0.360215053763441,0.00268817204301075,0.0833333333333333,1.51612903225806,0.305519170805122,0.716216216216216,2.80446927374302,0.491620111731844
"ORG-2775",435,0.995402298850575,0.0873563218390805,0.114942528735632,1.9,0.326795972503328,0.910344827586207,18.4216589861751,0.108294930875576
"ORG-2856",4,0.75,0,0,NA,NA,0.75,3.33333333333333,0.333333333333333
