"MajorCommandID","TotalCount","pFixedPrice","pTerminated","pChanged","avNumberOfChangeOrders","avChangeOrderGrowth","pSomeCompetition","avOffers","pSingleOffer"
"ORG-2790",136,0.970588235294118,0,0.00735294117647059,1,NA,0.75,4.93382352941176,0.301470588235294
"ORG-2871",73,0.205479452054795,0,0.36986301369863,3.25925925925926,0.252311772512405,0.833333333333333,3.3,0.314285714285714
"ORG-2945",95,0.178947368421053,0.0105263157894737,0.147368421052632,2.92857142857143,0.244490805652772,0.797872340425532,89.8924731182796,0.473118279569892
"ORG-2791",53,0.660377358490566,0.0377358490566038,0.150943396226415,4.25,0.151727742631592,0.849056603773585,5.15909090909091,0.590909090909091
"ORG-2787",176,0.965909090909091,0.0227272727272727,0.0113636363636364,1,2.8147564095631,0.448863636363636,1.71590909090909,0.693181818181818
"ORG-2836",64,0.796875,0.03125,0.203125,2.76923076923077,0.00456339806656393,0.75,3.42857142857143,0.333333333333333
"ORG-2875",107,0.91588785046729,0.130841121495327,0.457943925233645,3.77551020408163,0.0834021190226471,0.69811320754717,3.85,0.55
"ORG-2844",155,0.929032258064516,0.032258064516129,0.0709677419354839,1.81818181818182,0.00834145906007317,0.412903225806452,16.5167785234899,0.261744966442953
"ORG-2786",268,1,0,0.00746268656716418,15,0.99990792448623,0.940298507462687,3.33208955223881,0.0597014925373134
"ORG-2835",105,0.60952380952381,0.0285714285714286,0.152380952380952,4.375,0.0346875163133698,0.826923076923077,3.10416666666667,0.375
"ORG-2869",157,0.885350318471338,0.0127388535031847,0.369426751592357,6.91379310344828,0.159077794000507,0.846153846153846,3.89115646258503,0.340136054421769
"ORG-2837",30,0.833333333333333,0.0333333333333333,0.233333333333333,2,0.124413798910514,0.933333333333333,3.14285714285714,0.178571428571429
"ORG-2870",17,0.941176470588235,0,0.294117647058824,3,0.0142347747779453,0.294117647058824,12.375,0
"ORG-2783",81,1,0.0246913580246914,0,NA,NA,0.753086419753086,3.85185185185185,0.395061728395062
"ORG-2781",151,0.887417218543046,0.00662251655629139,0,NA,NA,0.913907284768212,5.80794701986755,0.139072847682119
"ORG-3960",54,0.574074074074074,0,0.462962962962963,8.76,5.11929332809047,0.851851851851852,2.90740740740741,0.240740740740741
"ORG-2880",50,0.18,0.04,0.44,2.72727272727273,9.189506821532,0.74,3.6530612244898,0.346938775510204
"ORG-2879",34,0.411764705882353,0,0.558823529411765,3.73684210526316,NA,0.705882352941176,3.9047619047619,0.666666666666667
"ORG-2773",6,1,0.166666666666667,0.5,1.66666666666667,0.0150931351738171,1,2.66666666666667,0.166666666666667
"ORG-2780",13,1,0,0,NA,NA,0.615384615384615,2,0.461538461538462
"ORG-2784",56,0.982142857142857,0.0178571428571429,0.0178571428571429,1,0.0214080292454428,0.803571428571428,2.80357142857143,0.392857142857143
"ORG-2882",54,0.407407407407407,0.037037037037037,0.166666666666667,2.44444444444444,0.157710933669327,0.87037037037037,3.43396226415094,0.39622641509434
"ORG-2942",56,0.125,0.339285714285714,0.214285714285714,3.16666666666667,5.55833243674826,0.214285714285714,1,1
"ORG-2858",15,0.8,0,0.266666666666667,4.25,NA,0.933333333333333,7.92307692307692,0.153846153846154
"ORG-2873",6,1,0,0.666666666666667,1.5,NA,0.833333333333333,2.83333333333333,0.333333333333333
"ORG-2863",12,0.75,0,0.166666666666667,1.5,NA,0.833333333333333,3.41666666666667,0.333333333333333
"ORG-2861",15,0.0666666666666667,0,0,NA,NA,1,1.5,0.5
"ORG-2854",19,0.631578947368421,0,0.263157894736842,1.2,NA,0.777777777777778,2.17647058823529,0.352941176470588
"ORG-4774",41,0.975609756097561,0,0.024390243902439,1,0.199546739738675,0.951219512195122,1,1
"ORG-2845",34,0.705882352941176,0.0294117647058824,0.235294117647059,1.625,0.0806440649280266,0.676470588235294,4,0.4375
"ORG-4955",5,0.8,0,0,NA,NA,0.8,3.2,0.2
"ORG-2777",9,0.888888888888889,0,0.222222222222222,1,NA,0.888888888888889,3.77777777777778,0.222222222222222
"ORG-2878",11,0.0909090909090909,0,0.454545454545455,7.2,NA,0.777777777777778,2.55555555555556,0.333333333333333
"ORG-2842",7,0.714285714285714,0,0.142857142857143,1,0,0.714285714285714,1.42857142857143,0.714285714285714
"ORG-2855",16,0.4375,0,0,NA,NA,0.5625,2.6,0.533333333333333
"ORG-2839",8,0.875,0.125,0.125,7,0.0544676794162914,1,6.125,0.125
"ORG-2862",2,1,0,0,NA,NA,1,3,0
"ORG-2774",8,1,0,0.25,1.5,0,0.875,3.875,0.25
"ORG-2860",2,1,0,0,NA,NA,0.5,6.5,0
"ORG-2838",9,1,0,0.222222222222222,3.5,0.0549802572258552,0.777777777777778,2.55555555555556,0.333333333333333
"ORG-2779",4,1,0,0,NA,NA,1,1.75,0.25
"ORG-2848",7,1,0,0,NA,NA,0.857142857142857,9.4,0.2
"ORG-2841",2,0.5,0,0,NA,NA,1,7,0.5
"ORG-4383",5,1,0,0,NA,NA,0.4,4.4,0.6
"ORG-2776",2,1,0,0,NA,NA,0.5,4.5,0.5
"ORG-4404",3,1,0,0,NA,NA,1,3.66666666666667,0
"ORG-2778",3,1,0,0,NA,NA,0.666666666666667,1.66666666666667,0.333333333333333
"Uncategorized",2489,0.721976697468863,0.0333467255926075,0.21976697468863,13.4095063985375,0.606094064748197,0.689443535188216,6.90429604423649,0.419396001701404
