"MajorCommandID","TotalCount","pFixedPrice","pTerminated","pChanged","avNumberOfChangeOrders","avChangeOrderGrowth","pSomeCompetition","avOffers","pSingleOffer"
"ORG-2783",68,1,0.0294117647058824,0,NA,NA,0.720588235294118,4.01470588235294,0.441176470588235
"ORG-3960",54,0.574074074074074,0,0.462962962962963,8.76,5.11929332809047,0.851851851851852,2.90740740740741,0.240740740740741
"ORG-2874",118,0.974576271186441,0,0.0169491525423729,3,-0.000424003296038418,0.983050847457627,1.23728813559322,0.847457627118644
"ORG-2880",32,0.21875,0.0625,0.25,2.5,9.189506821532,0.8125,4.53125,0.25
"ORG-2773",3,1,0.333333333333333,0.666666666666667,2,0.0150931351738171,1,2.33333333333333,0.333333333333333
"ORG-2781",115,0.852173913043478,0.00869565217391304,0,NA,NA,0.91304347826087,5.77391304347826,0.139130434782609
"ORG-2784",53,0.981132075471698,0.0188679245283019,0.0188679245283019,1,0.0214080292454428,0.792452830188679,2.84905660377358,0.415094339622641
"ORG-2882",47,0.446808510638298,0.0425531914893617,0.148936170212766,2.85714285714286,0.157710933669327,0.893617021276596,3.54347826086957,0.369565217391304
"ORG-2942",22,0.0909090909090909,0.545454545454545,0.272727272727273,3.33333333333333,5.55833243674826,0.0454545454545455,1,1
"ORG-2875",58,0.948275862068966,0.206896551724138,0.344827586206897,2.15,0.0834021190226471,0.655172413793103,3.96491228070175,0.56140350877193
"ORG-2780",2,1,0,0,NA,NA,0.5,1,1
"ORG-2837",18,0.944444444444444,0.0555555555555556,0.166666666666667,3,0.124413798910514,0.944444444444444,3.29411764705882,0.117647058823529
"ORG-4774",41,0.975609756097561,0,0.024390243902439,1,0.199546739738675,0.951219512195122,1,1
"ORG-2845",25,0.72,0,0.16,1.25,0.0806440649280266,0.76,4.625,0.333333333333333
"ORG-2844",44,0.977272727272727,0.0909090909090909,0.0681818181818182,1.33333333333333,0.00834145906007317,0.818181818181818,7.41860465116279,0.255813953488372
"ORG-4955",4,1,0,0,NA,NA,0.75,3,0.25
"ORG-2777",6,1,0,0,NA,NA,1,4.16666666666667,0
"ORG-2878",5,0,0,0,NA,NA,0.8,2.2,0.2
"ORG-2842",5,0.8,0,0.2,1,0,0.6,1.4,0.8
"ORG-2774",6,1,0,0.166666666666667,1,0,0.833333333333333,4.5,0.333333333333333
"ORG-2838",8,1,0,0.25,3.5,0.0549802572258552,0.75,2.5,0.375
"ORG-2839",4,1,0,0.25,7,0.0544676794162914,1,8.75,0.25
"ORG-2841",1,1,0,0,NA,NA,1,1,1
"ORG-4383",5,1,0,0,NA,NA,0.4,4.4,0.6
"ORG-4404",3,1,0,0,NA,NA,1,3.66666666666667,0
"ORG-2870",1,1,0,1,7,0.0142347747779453,1,2,0
"ORG-2776",1,1,0,0,NA,NA,0,1,1
"Uncategorized",1124,0.780249110320285,0.0409252669039146,0.159252669039146,5.34078212290503,0.606094064748197,0.663701067615658,5.29649595687331,0.459119496855346
