"CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode","statutoryexceptiontofairopportunity","extentcompeted","IsSomeCompetition","IsFullAndOpen","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork"
24669272,2,13860087.05,13860087.05,13860087.05,2012,2012,1,"W911W407D0010","0104",NA,"",112025,"","2100","W911W4",NA,NA,NA,"R","000","","D",NA,NA,NA,"False",NA,NA,13860087.05,"2012-04-27 00:00:00.0000000","2012-09-05 00:00:00.0000000",0,0,0,0,0,0,14030000,16465798.17,16465798.17,NA,0,1,0,0,0,0,0
24855617,3,3853229.5498,3853229.5498,3853229.5498,2011,2013,1,"W912LA11D0015","0002",NA,"",220660,"","2100","W912LA",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,3853229.5498,"2011-08-01 00:00:00.0000000","2012-10-25 00:00:00.0000000",98932,98932,98932,12904.5498,12904.5498,12904.5498,3741393,3741393,3741393,NA,0,1,0,1,1,1,1
18833354,2,2209870.805,2209870.805,2209870.805,2012,2013,1,"N0018904D0004","N493",NA,"",123663,"","1700","N66604",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,2209870.805,"2012-09-26 00:00:00.0000000","2013-09-24 00:00:00.0000000",0,0,0,0,0,0,1104935.43,1104935.43,1104935.43,NA,0,1,0,0,0,0,0
18803413,15,2538571.55,2786157.8,2768557.82,2009,2013,1,"N0017806D4895","M801",NA,"",257077,"","1700","N00421",NA,NA,NA,"U","000","FAIR","A",NA,NA,NA,"False",NA,NA,2538571.55,"2008-12-04 00:00:00.0000000","2013-08-22 00:00:00.0000000",0,0,0,1496237.55,1680259.24,0,509000,519597,2768557.82,NA,0,1,0,0,0,4,1
18201920,60,24304574,24427336,24427336,2010,2013,1,"HC104705D4005","0146",NA,"",237644,"","5700","",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,24304574,"2010-06-30 00:00:00.0000000","2013-09-24 00:00:00.0000000",0,0,0,0,0,0,927573,24427336,24427336,NA,0,1,0,0,0,1,1
3381237,6,7634220.9288,7634220.9288,7634220.9288,2011,2013,0,"","N4008411C0002",NA,"",23356,"","1700","N40084",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,7634220.9288,"2011-06-30 00:00:00.0000000","2013-03-05 00:00:00.0000000",2097336.2788,2097336.2788,2097336.2788,522725.98,522725.98,522725.98,5014158.67,5014158.67,5014158.67,NA,0,1,0,3,1,2,1
21768467,1,106125,106125,106125,2010,2010,1,"SPM30008D3153","61YS",NA,"",184069,"","97AS","SPM300",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,106125,"2010-08-02 00:00:00.0000000","2010-08-02 00:00:00.0000000",0,0,0,0,0,0,106125,106125,106125,5,0,0,0,0,0,0,0
9960818,3,5546115.59,5546115.59,5659866.545,2012,2013,1,"FA002110D0001","1017",NA,"",97444,"","5700","FA0021",NA,NA,NA,"J","000","FAIR","D",NA,NA,NA,"True",NA,NA,5546115.59,"2012-09-30 00:00:00.0000000","2013-09-12 00:00:00.0000000",0,0,-632779.375,2494726.5,2494726.5,0,3051389.09,3051389.09,6292645.92,NA,0,1,0,1,1,1,1
24808831,9,31476665,31476665,31476665,2011,2013,1,"W912ER11D0013","0002",NA,"",123985,"","2100","",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,31476665,"2011-07-27 00:00:00.0000000","2013-09-07 00:00:00.0000000",149506,149506,149506,5120076,5120076,5120076,26207083,26207083,26207083,NA,0,1,0,1,1,4,1
3186939,2,158444,0,0,2001,2003,0,"","N0024401P3554",NA,"",23356,"","1700","WA30D",NA,NA,NA,"J","2000","","A",NA,NA,NA,"True",NA,NA,158444,"2001-09-27 00:00:00.0000000","2002-12-17 00:00:00.0000000",38000,0,0,0,0,0,120444,0,0,NA,0,1,0,1,1,0,0
7878729,7,6599220,6700178,24210414,2007,2013,0,"","W15P7T07CP044",NA,"",23356,"","","",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,6599220,"2007-07-18 00:00:00.0000000","2013-03-05 00:00:00.0000000",0,0,0,-100958,0,0,6088028.63,6088028.63,23598264.63,NA,0,1,0,0,0,1,1
464445,721,300958009.37,0,0,2002,2010,0,"","DAAB0702CP617",NA,"",23356,"","2100","",NA,NA,NA,"R","000","","D",NA,NA,NA,"False",NA,NA,300958009.37,"2002-03-29 00:00:00.0000000","2010-06-10 00:00:00.0000000",0,0,0,0,0,0,2e+05,0,0,NA,0,1,0,0,0,0,0
1423612,17,80555623,202649903,369331105,2009,2013,0,"","FA867509C0003",NA,"",23356,"","5700","FA8675",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,80555623,"2008-12-01 00:00:00.0000000","2013-05-15 00:00:00.0000000",0,0,0,61091637,186350939,287057214,2716494,16298964,82273891,NA,0,1,0,0,0,10,1
24982371,16,22597675.61,25077027.76,25247050,2011,2013,1,"W91QUZ06D0017","1N04",NA,"",332793,"","2100","",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,22597675.61,"2011-07-28 00:00:00.0000000","2013-09-20 00:00:00.0000000",0,0,0,16783281.4,17385191.16,954208.52,5275091.25,7302533.64,23903538.52,NA,0,1,0,0,0,4,1
25841936,2,1500113.7998,1500113.7998,1500113.7998,2013,2013,1,"HTC71113DCC04","0187",NA,"",41108,"","9776","HTC711",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,1500113.7998,"2013-04-02 00:00:00.0000000","2013-05-14 00:00:00.0000000",0,0,0,0,0,0,1514257,1514257,1514257,NA,0,1,0,0,0,0,0
8247014,4,2795810,2795810,2930310,2006,2007,0,"","W9127N06C0045",NA,"",23356,"","2100","W9127N",NA,NA,NA,"J","ZOP","","D",NA,NA,NA,"True",NA,NA,2795810,"2006-09-29 00:00:00.0000000","2006-11-30 00:00:00.0000000",0,0,0,0,0,-959310,30000,30000,3889620,NA,0,1,0,0,0,1,1
8487611,173,76858920,0,0,2005,2011,0,"","W912QR05C0026",NA,"",23356,"","2100","W912QR",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,76858920,"2005-08-31 00:00:00.0000000","2011-05-26 00:00:00.0000000",29490552,0,0,21893894,0,0,25323000,0,0,NA,0,1,0,41,1,130,1
565130,17,48331338,0,0,2002,2008,0,"","DACW5102C0019",NA,"",23356,"","2100","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,48331338,"2002-07-25 00:00:00.0000000","2008-03-07 00:00:00.0000000",1332775,0,0,-8000,0,0,4e+06,0,0,NA,0,1,0,2,1,1,1
18114256,1,2562277,0,0,2003,2003,1,"GS35F5926H","DAAB0703F0107",NA,"",400627,"","2100","AB07",NA,NA,NA,"NO","1000","","A",NA,NA,NA,"",NA,NA,2562277,"2003-09-23 00:00:00.0000000","2003-09-23 00:00:00.0000000",0,0,0,0,0,0,2562277,0,0,0,0,0,0,0,0,0,0
9411842,5,8240117,0,0,NA,2007,1,"DAMD1798D0022","0037",NA,"",299821,"","2100","",NA,NA,NA,"U","","","D",NA,NA,NA,"False",NA,NA,8240117,"2003-08-05 00:00:00.0000000","2007-08-28 00:00:00.0000000",0,0,0,8033299,0,0,0,0,0,0,1,1,0,0,0,2,1
2346064,20,2050194.6648,2090798.2011,2090798.2011,2008,2013,0,"","HQ003408C1048",NA,"",23356,"","97F5","HQ0034",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,2050194.6648,"2008-10-01 00:00:00.0000000","2013-09-23 00:00:00.0000000",0,0,0,312902.0298,1799628.6811,588194.3611,0,295169.52,1506603.84,NA,0,1,0,0,0,12,1
18792367,4,524775,0,0,2002,2002,1,"N0016798D0012","46",NA,"",64525,"","1700","BW21A",NA,NA,NA,"U","2000","","A",NA,NA,NA,"False",NA,NA,524775,"2002-02-11 00:00:00.0000000","2002-09-11 00:00:00.0000000",0,0,0,0,0,0,129700,0,0,NA,0,1,0,0,0,0,0
24827049,6,5461560,5461560,5461560,2010,2011,1,"W912HZ09D0003","V7AB",NA,"",433834,"","1700","N65236",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,5461560,"2010-06-07 00:00:00.0000000","2011-04-21 00:00:00.0000000",0,0,0,0,-18090.26,-18090.26,5461560,5461560,5461560,NA,0,1,0,0,0,2,1
603820,1,1857235,0,0,2001,2001,0,"","DAJA8901C0014",NA,"",23356,"","2100","JA89",NA,NA,NA,"J","1000","ONE","C",NA,NA,NA,"True",NA,NA,1857235,"2001-09-07 00:00:00.0000000","2001-09-07 00:00:00.0000000",0,0,0,0,0,0,1857235,0,0,1,0,0,0,0,0,0,0
3172494,1,188000,188000,188000,2011,2011,0,"","N0018911P1644",NA,"",23356,"","1700","N00189",NA,NA,NA,"J","000","","F",NA,NA,NA,"True",NA,NA,188000,"2011-09-21 00:00:00.0000000","2011-09-21 00:00:00.0000000",0,0,0,0,0,0,188000,188000,188000,4,0,0,0,0,0,0,0
20414567,1,1.15e+08,0,0,2000,2000,1,"SP060000D0500","8047",NA,"",36550,"","97AS","0600",NA,NA,NA,"K","4000","","D",NA,NA,NA,"True",NA,NA,1.15e+08,"2000-09-08 00:00:00.0000000","2000-09-08 00:00:00.0000000",0,0,0,0,0,0,1.15e+08,0,0,34,0,0,0,0,0,0,0
569576,5,2309984,0,0,2001,2001,0,"","DACW6401C0023",NA,"",23356,"","2100","CW64",NA,NA,NA,"J","5000","","A",NA,NA,NA,"True",NA,NA,2309984,"2001-06-22 00:00:00.0000000","2001-09-13 00:00:00.0000000",0,0,0,0,0,0,50000,0,0,NA,0,1,0,0,0,0,0
3404808,3,2722453,2722453,2722453,2006,2007,0,"","N4425506C2104",NA,"",23356,"","1700","N44255",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,2722453,"2006-08-25 00:00:00.0000000","2007-06-15 00:00:00.0000000",0,0,0,22453,22453,22453,2700000,2700000,2700000,NA,0,1,0,0,0,1,1
9970940,10,6428742.5063,6428742.5063,6428742.5063,2011,2013,1,"FA300208D0014","0015",NA,"",81545,"","5700","FA8051",NA,NA,NA,"J","000","FOO","A",NA,NA,NA,"True",NA,NA,6428742.5063,"2011-09-21 00:00:00.0000000","2013-09-11 00:00:00.0000000",0,0,0,1330969.5063,1330969.5063,1330969.5063,5097773,5097773,5097773,NA,0,1,0,0,0,7,1
547274,4,1037736,0,0,2001,2003,0,"","DACA8301C0022",NA,"",23356,"","2100","CA83",NA,NA,NA,"J","1000","","B",NA,NA,NA,"True",NA,NA,1037736,"2001-09-25 00:00:00.0000000","2003-09-23 00:00:00.0000000",117261,0,0,0,0,0,920475,0,0,NA,0,1,0,3,1,0,0
7955536,7,24103179.38,24103179.38,24103179.38,2012,2013,0,"","W52P1J12C0028",NA,"",23356,"","","",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,24103179.38,"2012-03-09 00:00:00.0000000","2013-07-15 00:00:00.0000000",0,0,0,0,0,0,24103179.38,24103179.38,24103179.38,NA,0,1,0,0,0,4,1
20584750,3,192205,192205,192205,2011,2011,1,"SP470409A0003","U453",NA,"",248769,"","97AS","SP4704",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,192205,"2011-06-13 00:00:00.0000000","2011-09-10 00:00:00.0000000",0,0,0,0,0,0,192205,192205,192205,NA,0,1,0,0,0,0,0
2964175,1482,670736987,699480971,699480971,2008,2013,0,"","N0002408C2100",NA,"",23356,"","1700","",NA,NA,NA,"","000","","C",NA,NA,NA,"",NA,NA,670736987,"2008-04-11 00:00:00.0000000","2012-12-06 00:00:00.0000000",0,28743984,28743984,217426916.99,217473803,217473803,453263184,453263184,453263184,NA,0,1,0,1008,1,465,1
9931306,1,485924,0,0,2004,2004,1,"F4260001D0020","0547",NA,"",153409,"","5700","GE75",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,485924,"2004-05-28 00:00:00.0000000","2004-05-28 00:00:00.0000000",0,0,0,0,0,0,485924,0,0,1,0,0,0,0,0,0,0
8258107,21,58086167,58086167,58086167,2007,2012,0,"","W9128A07C0018",NA,"",23356,"","2100","W9128A",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,58086167,"2007-09-27 00:00:00.0000000","2012-03-14 00:00:00.0000000",1272970,1272970,1272970,755897,755897,755897,56057300,56057300,56057300,NA,0,1,0,6,1,13,1
9444916,1,344075,0,0,2000,2000,1,"DCA20092H0130","RCAA117708",NA,"",350688,"","97AK","ZD15",NA,NA,NA,"K","1000","","A",NA,NA,NA,"True",NA,NA,344075,"2000-05-31 00:00:00.0000000","2000-05-31 00:00:00.0000000",0,0,0,0,0,0,344075,0,0,2,0,0,0,0,0,0,0
26315414,5,1267326,1267326,1267326,2013,2013,1,"W9127N10D0016","0004",NA,"",259924,"","2100","W9127N",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,1267326,"2013-01-11 00:00:00.0000000","2013-08-22 00:00:00.0000000",78300,78300,78300,195011,195011,195011,994015,994015,994015,NA,0,1,0,1,1,1,1
25036508,11,2303601.01,2303601.01,2303601.01,2011,2013,1,"W91RUS06A0003","BR44",NA,"",270445,"","2100","W56HZV",NA,NA,NA,"J","000","FOO","A",NA,NA,NA,"True",NA,NA,2303601.01,"2011-01-05 00:00:00.0000000","2012-10-23 00:00:00.0000000",0,0,0,0,0,0,1584780,1584780,1584780,NA,0,1,0,0,0,0,0
19254281,16,75826648.4421,75826648.4421,75826648.4421,2011,2013,1,"N6274210D1312","JQ01",NA,"",332534,"","1700","N40192",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,75826648.4421,"2011-04-06 00:00:00.0000000","2013-08-26 00:00:00.0000000",2652737.2321,2652737.2321,2652737.2321,-3088.79,-3088.79,-3088.79,73177000,73177000,73177000,NA,0,1,0,10,1,1,1
14091438,1,81289,0,0,2005,2005,1,"GS07F0012J","W912DQ05F0022",NA,"",191260,"","2100","W912DQ",NA,NA,NA,"NO","000","","A",NA,NA,NA,"",NA,NA,81289,"2005-07-08 00:00:00.0000000","2005-07-08 00:00:00.0000000",0,0,0,0,0,0,81289,0,0,1,0,0,0,0,0,0,0
7967411,3,334857,334857,352557,2007,2008,0,"","W56HZV07C0570",NA,"",23356,"","2100","W56HZV",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,334857,"2007-07-24 00:00:00.0000000","2008-06-11 00:00:00.0000000",32330,32330,32330,-85698,-85698,-85698,388225,388225,405925,NA,0,1,0,1,1,1,1
24941015,185,54565324,0,0,2005,2005,1,"W91GY005D0001","0504",NA,"",16909,"","2100","W91GY0",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,54565324,"2005-04-01 00:00:00.0000000","2005-04-01 00:00:00.0000000",0,0,0,0,0,0,54565324,0,0,2,0,0,0,0,0,0,0
9492406,871,29334524.12,29334524.12,29334524.12,2010,2010,1,"DECA0197GM0A2","1006",NA,"",57171,"","97AZ","HDEC01",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,29334524.12,"2010-04-01 00:00:00.0000000","2010-04-01 00:00:00.0000000",0,0,0,0,0,0,29334524.12,29334524.12,29334524.12,1,0,0,0,0,0,0,0
2964527,87,207163860,207192839,207607839,2009,2013,0,"","N0002409C5101",NA,"",23356,"","1700","N00024",NA,NA,NA,"","000","","C",NA,NA,NA,"",NA,NA,207163860,"2009-02-09 00:00:00.0000000","2013-04-30 00:00:00.0000000",0,0,0,6590378,6555266,4286171,38918500,78623236,78623236,NA,0,1,0,0,0,22,1
9131885,27,31681696.52,0,0,2006,2013,1,"DAAB0703DB006","0165",NA,"",90787,"","","",NA,NA,NA,"Y","000","FAIR","A",NA,NA,NA,"False",NA,NA,31681696.52,"2006-05-05 00:00:00.0000000","2013-03-15 00:00:00.0000000",8e+05,0,0,18211255.9,0,0,12907375,0,0,NA,0,1,0,13,1,9,1
10580564,1,332340,332340,332340,2009,2009,1,"GS02F0077T","FA701409FA152",NA,"",384133,"","5700","FA7014",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,332340,"2009-09-15 00:00:00.0000000","2009-09-15 00:00:00.0000000",0,0,0,0,0,0,332340,332340,332340,3,0,0,0,0,0,0,0
8360333,44,16206958.56,16206958.56,16206958.56,2009,2012,0,"","W912J709C0002",NA,"",23356,"","2100","W912J7",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,16206958.56,"2009-01-16 00:00:00.0000000","2012-03-30 00:00:00.0000000",0,0,0,3571958.56,3571958.56,3571958.56,12635000,12635000,12635000,NA,0,1,0,0,0,30,1
9176621,34,29671320.74,0,0,2005,2010,1,"DAAE0702DT019","0004",NA,"",65608,"","","",NA,NA,NA,"J","000","ONE","E",NA,NA,NA,"True",NA,NA,29671320.74,"2005-06-15 00:00:00.0000000","2010-04-26 00:00:00.0000000",15482.74,0,0,1679325,0,0,27859481,0,0,NA,0,1,0,24,1,4,1
19812284,1,94274,0,0,2005,2005,1,"SP020001D7062","C262",NA,"",315492,"","97AS","SP0200",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,94274,"2004-11-12 00:00:00.0000000","2004-11-12 00:00:00.0000000",0,0,0,0,0,0,94274,0,0,5,0,0,0,0,0,0,0
1195506,15,26622023,0,0,2000,2007,0,"","F4162200C0028",NA,"",23356,"","5700","",NA,NA,NA,"J","","","A",NA,NA,NA,"True",NA,NA,26622023,"2000-09-29 00:00:00.0000000","2007-03-22 00:00:00.0000000",418637,0,0,139868,0,0,9091900,0,0,NA,0,1,0,7,1,2,1
10058404,1,127149.13,127149.13,127149.13,2009,2009,1,"FA810407D0017","0010",NA,"",371570,"","5700","FA8121",NA,NA,NA,"J","125","","C",NA,NA,NA,"True",NA,NA,127149.13,"2009-09-29 00:00:00.0000000","2009-09-29 00:00:00.0000000",0,0,0,0,0,0,127149.13,127149.13,127149.13,1,0,0,0,0,0,0,0
9437730,10,6963614.94,6963614.94,6963614.94,2009,2011,1,"DCA20002D5001","0029",NA,"",341420,"","97AK","HC1028",NA,NA,NA,"","000","","A",NA,NA,NA,"False",NA,NA,6963614.94,"2009-01-25 00:00:00.0000000","2011-06-13 00:00:00.0000000",0,0,0,1839606.8,1839606.8,1839606.8,2587860.29,3822148.9,3822148.9,NA,0,1,0,0,0,3,1
24525296,142,41390676.9984,41390676.9984,41390676.9984,2008,2013,1,"W31P4Q08A0022","0001",NA,"",158552,"","2100","W31P4Q",NA,NA,NA,"Y","000","","A",NA,NA,NA,"False",NA,NA,41390676.9984,"2008-09-05 00:00:00.0000000","2013-09-24 00:00:00.0000000",0,0,0,41144850.3784,41144850.3784,41144850.3784,245826.62,245826.62,245826.62,NA,0,1,0,0,0,138,1
25919140,2,269282976,269282976,269282976,2013,2013,1,"SP060013D0650","B001",NA,"",282377,"","97AS","SP0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,269282976,"2012-11-19 00:00:00.0000000","2013-08-26 00:00:00.0000000",0,0,0,0,0,0,269282976,269282976,269282976,NA,0,1,0,0,0,1,1
25990182,1,12278.6904,12278.6904,12278.6904,2013,2013,1,"SPM20005D2206","YX54",NA,"",269824,"","97AS","SPM200",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,12278.6904,"2012-12-07 00:00:00.0000000","2012-12-07 00:00:00.0000000",0,0,0,0,0,0,12278.6904,12278.6904,12278.6904,5,0,0,0,0,0,0,0
21852944,1,9e+06,9e+06,9e+06,2012,2012,1,"SPM30008D3194","427K",NA,"",435942,"","97AS","SPM300",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,9e+06,"2012-08-28 00:00:00.0000000","2012-08-28 00:00:00.0000000",0,0,0,0,0,0,9e+06,9e+06,9e+06,5,0,0,0,0,0,0,0
8051713,9,10404896.21,10404896.21,10404896.21,2011,2013,0,"","W911KB11C0017",NA,"",23356,"","2100","W911KB",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,10404896.21,"2011-04-27 00:00:00.0000000","2012-10-29 00:00:00.0000000",0,0,0,7533836.21,7533836.21,7263889.21,2871060,2871060,3141007,NA,0,1,0,1,1,5,1
9216684,5,9388146,0,0,2004,2008,1,"DABJ0103D0014","0010",NA,"",123653,"","2100","W911S0",NA,NA,NA,"","000","","B",NA,NA,NA,"",NA,NA,9388146,"2004-02-27 00:00:00.0000000","2008-06-26 00:00:00.0000000",0,0,0,718399,0,0,8672123,0,0,NA,1,1,0,0,0,1,1
24729477,6,8295141.51,8295141.51,8295141.51,2009,2010,1,"W9127808D0055","0068",NA,"",270710,"","2100","W91278",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,8295141.51,"2009-02-19 00:00:00.0000000","2010-09-13 00:00:00.0000000",0,0,0,1497670.32,1497670.32,1497670.32,6797471.19,6797471.19,6797471.19,NA,0,1,0,0,0,5,1
18659528,1,9517634,0,0,2005,2005,1,"N0001905D0011","0005",NA,"",82873,"","1700","N00019",NA,NA,NA,"J","276","","C",NA,NA,NA,"True",NA,NA,9517634,"2005-08-02 00:00:00.0000000","2005-08-02 00:00:00.0000000",0,0,0,0,0,0,9517634,0,0,1,0,0,0,0,0,0,0
9881417,36,17299520,0,0,2005,2011,1,"F3361503D2352","0007",NA,"",212433,"","5700","FA8650",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,17299520,"2004-11-18 00:00:00.0000000","2010-12-31 00:00:00.0000000",0,0,0,324800,0,0,1125000,0,0,NA,0,1,0,0,0,6,1
9887082,11,47396320.62,64647327.63,64647327.63,2008,2009,1,"F3365799D2051","0019",NA,"",105687,"","5700","FA8626",NA,NA,NA,"R","000","","C",NA,NA,NA,"False",NA,NA,47396320.62,"2008-01-30 00:00:00.0000000","2009-03-12 00:00:00.0000000",0,0,0,0,0,0,19030000,40237263,40237263,NA,0,1,0,0,0,2,1
20416343,1,50500000,0,0,2002,2002,1,"SP060002D0506","8537",NA,"",61489,"","97AS","0600",NA,NA,NA,"K","4000","","D",NA,NA,NA,"True",NA,NA,50500000,"2002-04-01 00:00:00.0000000","2002-04-01 00:00:00.0000000",0,0,0,0,0,0,50500000,0,0,8,0,0,0,0,0,0,0
18824836,1,1223003,0,0,NA,2003,1,"N0018902D0042","3400",NA,"",19958,"","1700","RA900",NA,NA,NA,"Y","2000","","B",NA,NA,NA,"False",NA,NA,1223003,"2002-10-01 00:00:00.0000000","2002-10-01 00:00:00.0000000",0,0,0,0,0,0,1223003,0,0,1,0,1,0,0,0,0,0
9867897,14,5946693,5946693,5946693,2007,2010,1,"F2560002D0004","5049",NA,"",30779,"","5700","FA4600",NA,NA,NA,"","000","","A",NA,NA,NA,"False",NA,NA,5946693,"2007-06-22 00:00:00.0000000","2010-08-13 00:00:00.0000000",0,0,0,0,0,0,5925540,5953089,5953089,NA,0,1,0,0,0,5,1
22913057,2,8770687,8770687,8770687,2007,2007,1,"USZA2203D0006","RJ24",NA,"",338831,"","5700","FA8509",NA,NA,NA,"R","000","","A",NA,NA,NA,"False",NA,NA,8770687,"2006-12-28 00:00:00.0000000","2007-03-21 00:00:00.0000000",0,0,0,0,0,0,8096971,8096971,8096971,NA,0,1,0,0,0,0,0
24817993,4,12455141,12455141,12455141,2010,2011,1,"W912HN10D0001","0004",NA,"",342569,"","2100","W912HN",NA,NA,NA,"J","000","","B",NA,NA,NA,"True",NA,NA,12455141,"2010-05-26 00:00:00.0000000","2010-12-10 00:00:00.0000000",0,0,0,8694540,8694540,0,3760601,3760601,3760601,NA,0,1,0,0,0,2,1
3448994,133,143067163.5,0,0,2004,2011,0,"","N6247202C0018",NA,"",23356,"","1700","",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,143067163.5,"2004-06-10 00:00:00.0000000","2010-12-06 00:00:00.0000000",118758179.5,0,0,2300000,0,0,22008984,0,0,NA,0,1,0,128,1,1,1
8031253,7,1079659.54,1079659.54,1079659.54,2010,2013,0,"","W909MY10C0073",NA,"",23356,"","2100","W909MY",NA,NA,NA,"U","000","","A",NA,NA,NA,"False",NA,NA,1079659.54,"2010-09-28 00:00:00.0000000","2012-12-13 00:00:00.0000000",0,0,0,0,0,0,1079659.54,1079659.54,1079659.54,NA,0,1,0,2,1,1,1
4709404,1,22761,22761,22761,2008,2008,0,"","SPM5M208M1182",NA,"",23356,"","97AS","SPM5M2",NA,NA,NA,"J","000","","C",NA,NA,NA,"True",NA,NA,22761,"2008-02-27 00:00:00.0000000","2008-02-27 00:00:00.0000000",0,0,0,0,0,0,22761,22761,22761,5,0,0,0,0,0,0,0
9946417,8,779301,0,0,2004,2007,1,"F4465002D0004","0102",NA,"",55054,"","5700","",NA,NA,NA,"S","000","FAIR","A",NA,NA,NA,"False",NA,NA,779301,"2004-07-06 00:00:00.0000000","2007-01-24 00:00:00.0000000",0,0,0,560439,0,0,0,0,0,NA,1,1,0,0,0,2,1
20421810,4,173070450.41,6168000.41,173233452.41,2006,2011,1,"SP060005D4060","0001",NA,"",259926,"","97AS","SP0600",NA,NA,NA,"K","000","","A",NA,NA,NA,"True",NA,NA,173070450.41,"2005-10-01 00:00:00.0000000","2011-08-02 00:00:00.0000000",0,0,0,6166484.65,6166484.65,6166484.65,166902450,0,167065452,NA,0,1,0,0,0,2,1
10035943,6,1179021.65,1179021.65,2150530.45,2009,2011,1,"FA701406D0001","5S11",NA,"",431798,"","5700","FA4814",NA,NA,NA,"J","000","FAIR","A",NA,NA,NA,"True",NA,NA,1179021.65,"2009-07-10 00:00:00.0000000","2011-09-26 00:00:00.0000000",0,0,0,841448,841448,-58545.6,425218.4,425218.4,2296720.8,NA,0,1,0,0,0,2,1
3405321,10,19196156,19196156,19196156,2012,2013,0,"","N4425512C3010",NA,"",23356,"","1700","N44255",NA,NA,NA,"J","000","","D",NA,NA,NA,"True",NA,NA,19196156,"2012-06-29 00:00:00.0000000","2013-09-25 00:00:00.0000000",19608,19608,19608,0,0,0,19176548,19176548,19176548,NA,0,1,0,3,1,2,1
26094554,1,277950.375,277950.375,277950.375,2013,2013,1,"SPM30009DCM05","0362",NA,"",94689,"","97AS","SPM300",NA,NA,NA,"J","000","","A",NA,NA,NA,"True",NA,NA,277950.375,"2013-07-01 00:00:00.0000000","2013-07-01 00:00:00.0000000",0,0,0,0,0,0,277950.375,277950.375,277950.375,2,0,0,0,0,0,0,0
