"systemequipmentcode","CSIScontractID","SumOfnumberOfActions","SumofObligatedAmount","SumOfbaseandexercisedoptionsvalue","Sumofbaseandalloptionsvalue","StartFiscal_Year","maxoffiscal_year","IsIDV","idvpiid","piid","ContractLabelID","hyphenatedIDVpiid","CSISidvpiidID","IsPerformanceBasedLogistics","ContractingAgencyID","ContractingOfficeID","MajorCommandID","FundingAgencyID","FundingOfficeID","TypeOfContractPricing","systemequipmentcode2","statutoryexceptiontofairopportunity","extentcompeted","IsCostBased","IsFixedPrice","IsIncentive","contractactiontype","ObligatedAmount","MinOfEffectiveDate","MaxOfEffectiveDate","SumOfUnmodifiedobligatedAmount","SumOfUnmodifiedbaseandexercisedoptionsvalue","SumOfUnmodifiedbaseandalloptionsvalue","UnmodifiedNumberOfOffersReceived","IsClosed","IsModified","IsTerminated","SumOfisChangeOrder","MaxOfisChangeOrder","SumOfisNewWork","MaxOfisNewWork","LastSignedLastDateToOrder","LastUltimateCompletionDate","LastCurrentCompletionDate","ChangeOrderObligatedAmount","ChangeOrderBaseAndExercisedOptionsValue","ChangeOrderBaseAndAllOptionsValue","NewWorkObligatedAmount","NewWorkBaseAndExercisedOptionsValue","NewWorkBaseAndAllOptionsValue","IsFullAndOpen","IsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","numberofoffersreceived","multipleorsingleawardidc","AwardOrIDVcontractactiontype"
"180","3052733","1","15000","15000","15000","2007","2007","0","","N0016407P0719","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","15000","2007-02-26 00:00:00.0000000","2007-02-26 00:00:00.0000000","15000","15000","15000","1","0","0","0","0","0","0","0","NA","2007-03-26","2007-03-26","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"515","16997346","1","11673","11673","11673","2008","2008","1","GS28F8014H","M6785408F0036","NA","","286349","","1700","M67854","NA","NA","NA","J","515","ONE","A","NA","True","NA","NA","11673","2008-06-05 00:00:00.0000000","2008-06-05 00:00:00.0000000","11673","11673","11673","1","0","0","0","0","0","0","0","NA","2008-08-21","2008-08-21","0","0","0","0","0","0",0,0,0,0,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3057768","1","24990","24990","24990","2010","2010","0","","N0016410P0001","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","24990","2009-10-13 00:00:00.0000000","2009-10-13 00:00:00.0000000","24990","24990","24990","3","0","0","0","0","0","0","0","NA","2009-10-20","2009-10-20","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"516","3480141","3","2878","2878","2878","2012","2012","0","","N6279312PA138","NA","","23356","","1700","N62793","NA","NA","NA","J","516","","F","NA","True","NA","NA","2878","2012-05-18 00:00:00.0000000","2012-06-19 00:00:00.0000000","2878","2878","2878","NA","0","1","0","0","0","0","0","NA","2012-06-07","2012-06-07","0","0","0","0","0","0",0,1,NA,NA,1,NA,"Purchase Order"
"180","3054791","2","24773","24773","24773","2008","2008","0","","N0016408P0393","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","B","NA","True","NA","NA","24773","2008-01-08 00:00:00.0000000","2008-06-06 00:00:00.0000000","500","500","500","NA","0","1","0","0","0","1","1","NA","2008-08-29","2008-08-29","0","0","0","24273","24273","24273",0,0,0,0,1,NA,"Purchase Order"
"180","3052564","1","24800","24800","24800","2007","2007","0","","N0016407P0539","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","24800","2007-01-26 00:00:00.0000000","2007-01-26 00:00:00.0000000","24800","24800","24800","1","0","0","0","0","0","0","0","NA","2007-04-20","2007-04-20","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"198","2961738","4","123259481","211500209","211500209","2012","2013","0","","N0001912C0070","NA","","23356","","1700","N00019","NA","NA","NA","V","198","","B","NA","False","NA","NA","123259481","2012-01-31 00:00:00.0000000","2013-09-09 00:00:00.0000000","4678381","4678381","4678381","NA","0","1","0","0","0","3","1","NA","2016-05-13","2016-05-13","0","0","0","118581100","206821828","206821828",0,0,0,0,1,NA,"Definitive Contract"
"198","25855554","1","134923","134923","134923","2013","2013","1","N0001913D0005","0010","NA","","67571","","1700","N00019","NA","NA","NA","U","198","","C","NA","False","NA","NA","134923","2013-04-25 00:00:00.0000000","2013-04-25 00:00:00.0000000","134923","134923","134923","1","0","0","0","0","0","0","0","NA","2013-07-31","2013-07-31","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"516","18684122","2","6688","6688","6688","2008","2008","1","N0002405G4417","L116","NA","","427378","","1700","N62789","NA","NA","NA","","516","","C","NA","False","NA","NA","6688","2008-05-05 00:00:00.0000000","2008-09-19 00:00:00.0000000","7500","7500","7500","NA","0","1","0","1","1","0","0","NA","2008-05-10","2008-05-10","-812","-812","-812","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","17221499","2","4598","4598","4598","2007","2007","1","GS29F0177G","N0042107F0043","NA","","31216","","1700","N00421","NA","NA","NA","J","198","","A","NA","True","NA","NA","4598","2006-10-18 00:00:00.0000000","2006-12-21 00:00:00.0000000","4716","4716","4716","NA","0","1","0","0","0","0","0","NA","2007-01-20","2007-01-20","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3052212","1","9800","9800","9800","2007","2007","0","","N0016407P0166","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","9800","2006-11-14 00:00:00.0000000","2006-11-14 00:00:00.0000000","9800","9800","9800","1","0","0","0","0","0","0","0","NA","2007-01-01","2007-01-01","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","3054024","1","6676","6676","6676","2007","2007","0","","N0016407P2163","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","6676","2007-09-16 00:00:00.0000000","2007-09-16 00:00:00.0000000","6676","6676","6676","1","0","0","0","0","0","0","0","NA","2007-09-25","2007-09-25","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"515","2934928","3","249956","249956","249956","2012","2012","0","","M6785412C0022","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","A","NA","True","NA","NA","249956","2012-06-26 00:00:00.0000000","2012-09-06 00:00:00.0000000","250000","250000","250000","NA","0","1","0","0","0","1","1","NA","2013-02-13","2013-02-13","0","0","0","-44","-44","-44",1,1,NA,NA,4,NA,"Definitive Contract"
"198","18664029","4","38053.5596","38053.5596","38053.5596","2012","2013","1","N0001912D0002","0006","NA","","264275","","1700","N00019","NA","NA","NA","U","198","","C","NA","False","NA","NA","38053.5596","2012-04-27 00:00:00.0000000","2012-12-31 00:00:00.0000000","13993","13993","13993","NA","0","1","0","0","0","2","1","NA","2013-03-31","2013-03-31","0","0","0","24060.5596","24060.5596","24060.5596",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"198","19442596","3","115475.72","115475.72","115475.72","2010","2010","1","N6893607D0046","0007","NA","","237785","","1700","N68936","NA","NA","NA","Y","198","ONE","A","NA","False","NA","NA","115475.72","2009-11-20 00:00:00.0000000","2010-03-31 00:00:00.0000000","90478.04","90478.04","90478.04","NA","0","1","0","0","0","1","1","NA","2010-09-30","2010-09-30","0","0","0","24997.68","24997.68","24997.68",0,0,0,0,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"180","25008552","1","1376763.31","1376763.31","1376763.31","2008","2008","1","W91QUZ07D0011","FC03","NA","","351086","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","1376763.31","2008-08-05 00:00:00.0000000","2008-08-05 00:00:00.0000000","1376763.31","1376763.31","1376763.31","17","0","0","0","0","0","0","0","NA","2008-08-29","2008-08-29","0","0","0","0","0","0",1,1,NA,NA,17,"SINGLE AWARD","Indefinite Delivery Contract"
"198","18662821","1","235019.07","235019.07","235019.07","2012","2012","1","N0001909D0022","0057","NA","","420938","","1700","N00019","NA","NA","NA","Y","198","","C","NA","False","NA","NA","235019.07","2011-10-19 00:00:00.0000000","2011-10-19 00:00:00.0000000","235019.07","235019.07","235019.07","1","0","0","0","0","0","0","0","NA","2012-01-15","2012-01-15","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"197","25022164","1","11447.07","11447.07","11447.07","2010","2010","1","W91QVN07A0019","0139","NA","","247884","","2100","W91QVN","NA","NA","NA","J","197","","A","NA","True","NA","NA","11447.07","2010-07-23 00:00:00.0000000","2010-07-23 00:00:00.0000000","11447.07","11447.07","11447.07","3","0","0","0","0","0","0","0","NA","2010-08-27","2010-08-27","0","0","0","0","0","0",1,1,NA,NA,3,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3054084","1","21975","21975","21975","2007","2007","0","","N0016407P2230","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","21975","2007-09-24 00:00:00.0000000","2007-09-24 00:00:00.0000000","21975","21975","21975","1","0","0","0","0","0","0","0","NA","2008-09-30","2008-09-30","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","3053088","1","2678","2678","2678","2007","2007","0","","N0016407P1112","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","2678","2007-05-09 00:00:00.0000000","2007-05-09 00:00:00.0000000","2678","2678","2678","0","0","0","0","0","0","0","0","NA","2007-05-16","2007-05-16","0","0","0","0","0","0",1,1,NA,NA,0,NA,"Purchase Order"
"374","18801863","53","43174429.6016","49877382","49877382","2010","2013","1","N0017804D4119","HR06","NA","","11553","","1700","N61331","NA","NA","NA","U","374","FAIR","A","NA","False","NA","NA","43174429.6016","2010-03-01 00:00:00.0000000","2013-09-27 00:00:00.0000000","50400","9436017","49877382","NA","0","1","0","0","0","0","0","NA","2016-05-31","2016-05-31","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"180","3053503","2","2580","2580","2580","2007","2007","0","","N0016407P1592","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","2580","2007-07-19 00:00:00.0000000","2007-09-10 00:00:00.0000000","600","600","600","NA","0","1","0","0","0","1","1","NA","2007-11-10","2007-11-10","0","0","0","1980","1980","1980",1,1,NA,NA,2,NA,"Purchase Order"
"198","1422148","8","1249970","1249970","1249970","2012","2013","0","","FA865012C5301","NA","","23356","","5700","FA8650","NA","NA","NA","U","198","","A","NA","False","NA","NA","1249970","2011-12-05 00:00:00.0000000","2013-09-12 00:00:00.0000000","4e+05","1249970","1249970","NA","0","1","0","0","0","1","1","NA","2014-03-31","2014-03-31","0","0","0","0","0","0",1,1,NA,NA,4,NA,"Definitive Contract"
"180","2964183","236","72233161","100841441","101420643","2008","2013","0","","N0002408C2300","NA","","23356","","1700","","NA","NA","NA","R","180","","A","NA","False","NA","NA","72233161","2007-12-07 00:00:00.0000000","2012-12-22 00:00:00.0000000","8093232","8641493","62992052","NA","0","1","0","0","0","208","1","NA","2013-12-06","2013-08-13","0","0","0","58256146","77469930","32544808",1,1,NA,NA,2,NA,"Definitive Contract"
"515","2932575","10","2900468.57","2900468.57","2900468.8","2007","2009","0","","M6785407C0071","NA","","23356","","1700","M67854","NA","NA","NA","","515","","B","NA","False","NA","NA","2900468.57","2007-10-01 00:00:00.0000000","2009-07-22 00:00:00.0000000","359665","364665","2898972","NA","0","1","0","0","0","4","1","NA","2009-09-30","2009-09-30","0","0","0","2534306.77","2529306.77","5000",0,0,0,0,1,NA,"Definitive Contract"
"515","16663853","1","3929","3929","3929","2010","2010","1","GS24F0066M","M6785410F0006","NA","","414464","","1700","M67854","NA","NA","NA","J","515","ONE","A","NA","True","NA","NA","3929","2009-12-08 00:00:00.0000000","2009-12-08 00:00:00.0000000","3929","3929","3929","6","0","0","0","0","0","0","0","NA","2010-12-07","2010-12-07","0","0","0","0","0","0",0,0,0,0,6,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3052169","1","10560","10560","10560","2007","2007","0","","N0016407P0119","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","10560","2006-11-01 00:00:00.0000000","2006-11-01 00:00:00.0000000","10560","10560","10560","0","0","0","0","0","0","0","0","NA","2006-12-06","2006-12-06","0","0","0","0","0","0",1,1,NA,NA,0,NA,"Purchase Order"
"180","3056998","1","6960","6960","6960","2009","2009","0","","N0016409P0730","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","6960","2009-05-20 00:00:00.0000000","2009-05-20 00:00:00.0000000","6960","6960","6960","3","0","0","0","0","0","0","0","NA","2009-05-27","2009-05-27","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"516","2965097","19","40149000","48878578","81592205","2011","2013","0","","N0002411C6296","NA","","23356","","","","NA","NA","NA","U","516","","C","NA","False","NA","NA","40149000","2011-04-29 00:00:00.0000000","2013-09-30 00:00:00.0000000","1e+06","14844973","78570205","NA","0","1","0","1","1","10","1","NA","2014-04-30","2014-04-30","0","0","0","18838752","31968432","956827",0,0,1,0,1,NA,"Definitive Contract"
"515","18034753","1","6813","6813","6813","2008","2008","1","GS35F4633G","M6785408F0038","NA","","213726","","1700","M67854","NA","NA","NA","J","515","FOO","A","NA","True","NA","NA","6813","2008-05-08 00:00:00.0000000","2008-05-08 00:00:00.0000000","6813","6813","6813","3","0","0","0","0","0","0","0","NA","2009-08-31","2009-08-31","0","0","0","0","0","0",0,0,1,1,3,"MULTIPLE AWARD","Federal Supply Schedule"
"516","10522681","1","3993.78","3993.78","3993.78","2008","2008","1","GS02F0004P","N6278908F0019","NA","","54796","","1700","N62789","NA","NA","NA","J","516","FAIR","A","NA","True","NA","NA","3993.78","2008-09-23 00:00:00.0000000","2008-09-23 00:00:00.0000000","3993.78","3993.78","3993.78","3","0","0","0","0","0","0","0","NA","2008-10-17","2008-10-17","0","0","0","0","0","0",0,1,NA,NA,3,"MULTIPLE AWARD","Federal Supply Schedule"
"180","16664057","2","9527.46","9527.46","9527.46","2009","2009","1","GS24F0066M","N0016409F0077","NA","","414464","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","9527.46","2009-01-06 00:00:00.0000000","2009-02-24 00:00:00.0000000","9161.26","9161.26","9161.26","NA","0","1","0","0","0","0","0","NA","2009-04-02","2009-04-02","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3057250","1","8400","8400","8400","2009","2009","0","","N0016409P0986","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","8400","2009-08-19 00:00:00.0000000","2009-08-19 00:00:00.0000000","8400","8400","8400","1","0","0","0","0","0","0","0","NA","2009-09-16","2009-09-16","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"198","25855551","1","114323","114323","114323","2013","2013","1","N0001913D0005","0007","NA","","67571","","1700","N00019","NA","NA","NA","U","198","","C","NA","False","NA","NA","114323","2013-03-13 00:00:00.0000000","2013-03-13 00:00:00.0000000","114323","114323","114323","1","0","0","0","0","0","0","0","NA","2013-05-17","2013-05-17","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3054625","1","3030","3030","3030","2008","2008","0","","N0016408P0212","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","3030","2007-11-26 00:00:00.0000000","2007-11-26 00:00:00.0000000","3030","3030","3030","1","0","0","0","0","0","0","0","NA","2007-12-21","2007-12-21","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","3056666","2","2307","2307","2307","2009","2009","0","","N0016409P0393","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","2307","2009-02-25 00:00:00.0000000","2009-03-05 00:00:00.0000000","2307","2307","2307","NA","0","1","0","0","0","0","0","NA","2009-03-24","2009-03-24","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"516","3478495","4","5931","5931","5931","2011","2011","0","","N6278911P0007","NA","","23356","","1700","N62789","NA","NA","NA","J","516","","G","NA","True","NA","NA","5931","2011-01-19 00:00:00.0000000","2011-05-02 00:00:00.0000000","5931","5931","5931","NA","0","1","0","0","0","0","0","NA","2011-02-11","2011-02-11","0","0","0","0","0","0",0,0,0,0,1,NA,"Purchase Order"
"180","18802621","17","3069674.625","4916986.27","6663708.15","2011","2013","1","N0017805D4309","EHP4","NA","","82122","","1700","N65540","NA","NA","NA","U","180","FAIR","A","NA","False","NA","NA","3069674.625","2011-07-12 00:00:00.0000000","2013-08-27 00:00:00.0000000","420000","2154275.02","6663708.15","NA","0","1","0","0","0","0","0","NA","2016-07-11","2014-07-11","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Indefinite Delivery Contract"
"515","2934490","3","69858.6","69858.6","99772.52","2011","2011","0","","M6785411C0012","NA","","23356","","1700","M67854","NA","NA","NA","J","515","","D","NA","True","NA","NA","69858.6","2011-04-08 00:00:00.0000000","2011-09-27 00:00:00.0000000","69858.6","69858.6","99772.52","NA","0","1","0","0","0","0","0","NA","2011-11-07","2011-10-07","0","0","0","0","0","0",0,1,NA,NA,3,NA,"Definitive Contract"
"180","3056042","1","8149","8149","8149","2008","2008","0","","N0016408P1726","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","8149","2008-09-22 00:00:00.0000000","2008-09-22 00:00:00.0000000","8149","8149","8149","2","0","0","0","0","0","0","0","NA","2008-10-13","2008-10-13","0","0","0","0","0","0",1,1,NA,NA,2,NA,"Purchase Order"
"516","3478452","6","367000","367000","367000","2009","2011","0","","N6278909C0001","NA","","23356","","1700","N62789","NA","NA","NA","J","516","","C","NA","True","NA","NA","367000","2009-07-01 00:00:00.0000000","2010-12-14 00:00:00.0000000","367000","367000","367000","NA","0","1","0","0","0","0","0","NA","2011-02-15","2011-02-15","0","0","0","0","0","0",0,0,1,0,1,NA,"Definitive Contract"
"180","3057436","1","3875","3875","3875","2009","2009","0","","N0016409P1176","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","3875","2009-09-15 00:00:00.0000000","2009-09-15 00:00:00.0000000","3875","3875","3875","1","0","0","0","0","0","0","0","NA","2009-10-13","2009-10-13","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"198","18662824","4","1443755","1443755","1443755","2012","2013","1","N0001909D0022","0060","NA","","420938","","1700","N00019","NA","NA","NA","Y","198","","C","NA","False","NA","NA","1443755","2012-01-31 00:00:00.0000000","2013-01-18 00:00:00.0000000","402855","828637","828637","NA","0","1","0","0","0","2","1","NA","2013-12-31","2013-12-31","0","0","0","615118","615118","615118",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3054814","2","8225","8225","8225","2008","2008","0","","N0016408P0417","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","8225","2008-01-15 00:00:00.0000000","2008-04-02 00:00:00.0000000","8225","8225","8225","NA","0","1","0","0","0","0","0","NA","2008-07-09","2008-07-09","0","0","0","0","0","0",1,1,NA,NA,3,NA,"Purchase Order"
"180","3053294","1","5145","5145","5145","2007","2007","0","","N0016407P1351","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","5145","2007-06-22 00:00:00.0000000","2007-06-22 00:00:00.0000000","5145","5145","5145","2","0","0","0","0","0","0","0","NA","2007-08-06","2007-08-06","0","0","0","0","0","0",1,1,NA,NA,2,NA,"Purchase Order"
"180","12104016","2","388.14","388.14","388.14","2009","2009","1","GS06F0043P","N0016409F0378","NA","","297935","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","388.14","2009-09-17 00:00:00.0000000","2009-09-18 00:00:00.0000000","388.14","388.14","388.14","NA","0","1","0","0","0","0","0","NA","2009-10-07","2009-10-07","0","0","0","0","0","0",0,1,NA,NA,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3055103","1","14650","14650","14650","2008","2008","0","","N0016408P0716","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","D","NA","True","NA","NA","14650","2008-03-31 00:00:00.0000000","2008-03-31 00:00:00.0000000","14650","14650","14650","3","0","0","0","0","0","0","0","NA","2008-05-12","2008-05-12","0","0","0","0","0","0",0,1,NA,NA,3,NA,"Purchase Order"
"180","3057184","1","13009","13009","13009","2009","2009","0","","N0016409P0919","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","13009","2009-08-11 00:00:00.0000000","2009-08-11 00:00:00.0000000","13009","13009","13009","1","0","0","0","0","0","0","0","NA","2009-10-19","2009-10-19","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","17953297","1","249112.5","249112.5","249112.5","2008","2008","1","GS35F4194D","N0016408F0385","NA","","166122","","1700","N00164","NA","NA","NA","J","180","ONE","A","NA","True","NA","NA","249112.5","2008-07-28 00:00:00.0000000","2008-07-28 00:00:00.0000000","249112.5","249112.5","249112.5","1","0","0","0","0","0","0","0","NA","2009-01-23","2009-01-23","0","0","0","0","0","0",0,0,0,0,1,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3057373","1","11383.32","11383.32","11383.32","2009","2009","0","","N0016409P1110","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","11383.32","2009-09-02 00:00:00.0000000","2009-09-02 00:00:00.0000000","11383.32","11383.32","11383.32","1","0","0","0","0","0","0","0","NA","2009-12-30","2009-12-30","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"516","25855813","1","13100","13100","13100","2013","2013","1","N0002410G4315","L867","NA","","126552","","1700","N62789","NA","NA","NA","J","516","","C","NA","True","NA","NA","13100","2013-07-29 00:00:00.0000000","2013-07-29 00:00:00.0000000","13100","13100","13100","1","0","0","0","0","0","0","0","NA","2013-09-09","2013-09-09","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Basic Ordering Agreement"
"198","18662781","2","216890.84","216890.84","216890.84","2010","2010","1","N0001909D0022","0011","NA","","420938","","1700","N00019","NA","NA","NA","Y","198","","C","NA","False","NA","NA","216890.84","2009-11-09 00:00:00.0000000","2010-04-20 00:00:00.0000000","176952","176952","176952","NA","0","1","0","0","0","0","0","NA","2010-01-27","2010-01-27","0","0","0","0","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3052773","2","5171","5171","5171","2007","2007","0","","N0016407P0763","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","5171","2007-03-12 00:00:00.0000000","2007-03-23 00:00:00.0000000","5171","5171","5171","NA","0","1","0","0","0","0","0","NA","2007-05-14","2007-05-14","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"180","3053772","1","15318","15318","15318","2007","2007","0","","N0016407P1896","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","15318","2007-08-22 00:00:00.0000000","2007-08-22 00:00:00.0000000","15318","15318","15318","1","0","0","0","0","0","0","0","NA","2007-09-05","2007-09-05","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"516","3479600","1","3939.75","3939.75","3939.75","2009","2009","0","","N6279309MA092","NA","","23356","","1700","N62793","NA","NA","NA","J","516","","D","NA","True","NA","NA","3939.75","2009-05-14 00:00:00.0000000","2009-05-14 00:00:00.0000000","3939.75","3939.75","3939.75","4","0","0","0","0","0","0","0","NA","2009-06-12","2009-06-12","0","0","0","0","0","0",0,1,NA,NA,4,NA,"Purchase Order"
"180","3055793","2","87465","87465","87465","2008","2009","0","","N0016408P1452","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","87465","2008-08-13 00:00:00.0000000","2009-03-13 00:00:00.0000000","87465","87465","87465","NA","0","1","0","0","0","0","0","NA","2009-12-31","2009-12-31","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","3056852","1","21610.8","21610.8","21610.8","2009","2009","0","","N0016409P0584","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","21610.8","2009-04-08 00:00:00.0000000","2009-04-08 00:00:00.0000000","21610.8","21610.8","21610.8","1","0","0","0","0","0","0","0","NA","2009-04-27","2009-04-27","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"515","17837407","1","4589","4589","4589","2009","2009","1","GS35F0785J","M6785409F0024","NA","","29778","","1700","M67854","NA","NA","NA","J","515","FAIR","B","NA","True","NA","NA","4589","2009-07-21 00:00:00.0000000","2009-07-21 00:00:00.0000000","4589","4589","4589","4","0","0","0","0","0","0","0","NA","2010-08-01","2010-08-01","0","0","0","0","0","0",0,1,0,0,4,"MULTIPLE AWARD","Federal Supply Schedule"
"301","18686207","3","49310.86","49543","49543","2008","2013","1","N0002407G4214","0004","NA","","34218","","","","NA","NA","NA","U","301","","C","NA","False","NA","NA","49310.86","2008-09-29 00:00:00.0000000","2013-01-17 00:00:00.0000000","49543","49543","49543","NA","0","1","0","0","0","1","1","NA","2008-12-31","2008-12-31","0","0","0","-232.14","0","0",0,0,1,0,1,"SINGLE AWARD","Indefinite Delivery Contract"
"180","11111747","1","6441","6441","6441","2010","2010","1","GS03F0033S","N0016410F0006","NA","","291914","","1700","N00164","NA","NA","NA","J","180","FAIR","A","NA","True","NA","NA","6441","2009-10-15 00:00:00.0000000","2009-10-15 00:00:00.0000000","6441","6441","6441","3","0","0","0","0","0","0","0","NA","2009-11-29","2009-11-29","0","0","0","0","0","0",0,1,NA,NA,3,"MULTIPLE AWARD","Federal Supply Schedule"
"180","3055106","4","8341","8341","8341","2008","2011","0","","N0016408P0719","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","A","NA","True","NA","NA","8341","2008-03-21 00:00:00.0000000","2010-12-16 00:00:00.0000000","8188","8188","8188","NA","1","1","0","0","0","0","0","NA","2008-08-23","2008-08-23","0","0","0","0","0","0",1,1,NA,NA,1,NA,"Purchase Order"
"180","3056749","2","4650","4650","4650","2009","2009","0","","N0016409P0478","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","4650","2009-03-04 00:00:00.0000000","2009-03-05 00:00:00.0000000","4650","4650","4650","NA","0","1","0","0","0","0","0","NA","2009-06-11","2009-06-11","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"301","24543500","3","1549047","1549047","1549047","2007","2008","1","W56HZV04A0005","0158","NA","","255684","","2100","W56HZV","NA","NA","NA","Y","","","A","NA","False","NA","NA","1549047","2006-11-27 00:00:00.0000000","2008-08-13 00:00:00.0000000","1834104","1834104","1834104","NA","0","1","0","0","0","1","1","NA","2060-12-25","2060-12-25","0","0","0","-85057","-85057","-85057",1,1,NA,NA,2,"SINGLE AWARD","Indefinite Delivery Contract"
"180","3057788","2","7533","7533","7533","2010","2010","0","","N0016410P0022","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","7533","2009-10-22 00:00:00.0000000","2009-10-30 00:00:00.0000000","7533","7533","7533","NA","0","1","0","0","0","0","0","NA","2009-10-30","2009-10-30","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
"180","3052753","3","4000","4000","4000","2007","2007","0","","N0016407P0739","NA","","23356","","1700","N00164","NA","NA","NA","J","180","","C","NA","True","NA","NA","4000","2007-03-01 00:00:00.0000000","2007-04-20 00:00:00.0000000","4000","4000","4000","NA","0","1","0","0","0","0","0","NA","2007-03-31","2007-03-31","0","0","0","0","0","0",0,0,1,0,1,NA,"Purchase Order"
